5.9,1.0905,0.172290714,0.348828955,0.348828955,0.84206,160.6630861,0.00026,,            curvature = 4 * area / (rp * qr * pq)
6,1.236,0.176550984,0.357399552,0.357399552,0.88781,157.4714667,0.00026,,
6.1,1.3867,0.180860416,0.36631627,0.36631627,0.934615,154.0411654,0.000275,,
6.2,1.5429,0.185468164,0.375495459,0.375495459,0.98433,150.5642828,0.00027,,
6.3,1.7045,0.190038312,0.384935332,0.384935332,1.034525,146.9549658,0.000285,,
6.4,1.8718,0.194908414,0.394720268,0.394720268,1.087735,143.2760671,0.000285,,
6.5,2.0448,0.199822421,0.404763647,0.404763647,1.142095,139.5452326,0.000295,,
6.6,2.2237,0.204951726,0.415063477,0.415063477,1.198925,135.822396,0.000295,,
6.7,2.4085,0.210121489,0.425617775,0.425617775,1.256945,132.088888,0.000305,,
6.8,2.5994,0.21550594,0.436602348,0.436602348,1.317525,128.2884265,0.000315,,
6.9,2.7966,0.221105947,0.447750332,0.447750332,1.38071,124.5920132,0.00031,,
7,3,0.226652951,7.445197886,7.445197886,,0,0,,
